,E0010,E0011,E0012,E0013,E0014,E0015,E0016,E0017,E0018,E0019,E0020,E0021,E0022,E0023,E0024,E0025,E0026,E0027,E0028,E0029,E0030,E0031,E0032,E0033,E0034,E0035,E0036,E0037,E0038,E0039,E0040,E0041,E0042,E0043,E0044,E0045,E0046,E0047,E0048,E0049,E0050,E0051,E0052,E0053,E0054,E0055,E0056,E0057,E0058,E0059,E0060,E0061,E0062,E0063,E0064,E0065,E0066,E0067,E0068,E0069,E0070,E0071,E0072,E0073,E0074,E0075,E0076,E0077,E0078,E0079,E0080,E0081,E0082,E0083,E0084,E0085,E0086,E0087,E0088,E0089,E0090,E0091,E0092,E0093,E0094,E0095,E0096,E0097,E0098,E0099,E0100,E0101,E0102,E0103,E0104,E0105,E0106,E0107,E0108,E0109
26-Oct,9103.194225,9102.304648,9106.103346,9090.45245,9094.572787,9095.019818,9101.582191,9172.93842,9087.57136,9072.527199,9054.736446,9057.002166,9044.421008,9092.710809,9096.064754,9006.811235,9020.375961,9030.352219,9089.986007,9074.337617,9069.682132,9040.922895,9015.620972,9045.247409,9068.224509,9007.063854,9081.575445,9089.938358,9079.734839,9087.050587,9019.929275,9045.701511,9013.210614,9076.355456,9066.784358,9063.46122,9061.234106,9101.173925,9055.438566,9050.158775,9044.654655,9011.676171,9041.366444,9035.417128,9053.740655,9012.067294,9081.112056,9033.226483,9077.887214,9085.291767,9029.091028,9049.325733,9022.230488,9100.98598,9205.412718,9056.934002,9103.78599,9098.203959,9075.312484,9046.400894,9072.454424,9133.996994,9052.871883,9080.664601,9013.116176,9058.845539,9052.10777,9011.724528,9019.641759,9092.738705,9092.042234,9056.026576,9025.999201,9174.28395,9102.354404,9046.278337,9057.112096,9095.575564,9089.1274,9084.934551,9057.23395,9021.444423,9083.057822,9102.890654,9102.406234,9097.089263,9097.19769,9057.366216,9059.322065,9042.527722,9081.74613,9104.732988,9100.100228,9033.385062,9014.880757,9034.357599,9089.128632,9074.750302,9058.333589,9006.659078
27-Oct,10276.35674,10228.53284,10262.04239,10279.21822,10289.53242,10298.84859,10312.00476,10382.41458,10241.59661,10225.62045,10235.38104,10243.29026,10303.57464,10317.21846,10324.50912,10229.16233,10237.15467,10271.07837,10233.88934,10375.00721,10227.32719,10242.4302,10232.03908,10549.23653,10229.70778,10251.57485,10283.91258,10264.82696,10230.04867,10305.59033,10258.86287,10226.60037,10290.85041,10317.54201,10225.76159,10255.08527,10281.07672,10234.9908,10237.34468,10262.69267,10277.11879,10297.30219,10255.44473,10260.36872,10304.16073,10269.22735,10313.48891,10268.46662,10252.52738,10241.84517,10321.78084,10324.66924,10245.80802,10244.76005,10324.60689,10266.08604,10319.01123,10227.86448,10315.00675,10274.29249,10230.97145,10293.75137,10317.81064,10256.99372,10323.73417,10307.8589,10295.17095,10256.31871,10281.47556,10314.36223,10315.71245,10277.82294,10302.93078,10249.58873,10307.09113,10256.70577,10312.33413,10288.58975,10553.95293,10320.23452,10255.93686,10319.79405,10309.13826,10292.53264,10263.87868,10323.61224,10277.19557,10291.41622,10251.22786,10315.57136,10277.60218,10295.72248,10302.81993,10282.65013,10253.00722,10281.1134,10242.53148,10257.16624,10289.54965,10273.33003
28-Oct,3441.349653,3430.062441,3478.534983,3474.539752,3477.690439,3496.565142,3445.373823,3523.361349,3429.24533,3436.82831,3464.966129,3438.707007,3520.164014,3488.829906,3435.457712,3510.969703,3490.740413,3464.713259,3443.301348,3516.161032,3464.994362,3493.010404,3511.414359,3606.572286,3488.126807,3463.410895,3543.358569,3496.865729,3499.998831,3526.805086,3498.317029,3520.820664,3517.170902,3497.567828,3444.787869,3495.644165,3499.28059,3495.625812,3493.241915,3500.593177,3516.570888,3526.909179,3470.296141,3498.839841,3467.150447,3442.753677,3470.430622,3506.103437,3584.557125,3484.335475,3521.101257,3444.429988,3430.241027,3479.458481,3454.375869,3485.539218,3496.88693,3521.051798,3432.490427,3485.733623,3472.549677,3471.543252,3513.752714,3438.532136,3444.41304,3499.5801,3460.877308,3442.852394,3491.897265,3474.273298,3436.782551,3501.178506,3502.778892,3528.107856,3501.280993,3461.15664,3472.307841,3517.812241,3489.920936,3605.469248,3482.354528,3509.657507,3589.115122,3461.741541,3457.043014,3433.535122,3497.749924,3555.547527,3508.467633,3521.641416,3486.660915,3497.640189,3496.545001,3481.385024,3466.058124,3485.105864,3446.44894,3464.202144,3435.72141,3471.505264
29-Oct,3465.555181,3432.257731,3483.017099,3417.115596,3462.035437,3448.149304,3443.856366,3465.730414,3480.791533,3473.488384,3466.111585,3433.783188,3453.503426,3530.534082,3419.422213,3467.607702,3503.417413,3480.513632,3474.732419,3468.854526,3459.244491,3449.660932,3448.570999,3425.628029,3431.50281,3482.911148,3474.567131,3488.479102,3452.297198,3503.705604,3452.685805,3504.740323,3442.046474,3415.640226,3448.714673,3486.521761,3452.651796,3502.593125,3419.488943,3436.144192,3435.885692,3488.397247,3468.997363,3502.525574,3421.889438,3452.656126,3459.619613,3427.964432,3469.372799,3432.942555,3505.169283,3455.557592,3511.216968,3430.300048,3491.268803,3467.54667,3454.979683,3459.489906,3442.198814,3468.838585,3473.661002,3457.277336,3453.522989,3433.38043,3450.481113,3474.482474,3494.556083,3417.882837,3493.295933,3447.606241,3439.395747,3442.730457,3474.765505,3468.576295,3504.958956,3436.92499,3487.967513,3473.833784,3424.473429,3467.330297,3469.159871,3424.186477,3429.091989,3482.948959,3465.983375,3457.891668,3484.779971,3440.330279,3494.779545,3462.244216,3468.368086,3457.714024,3429.09691,3426.515939,3483.577475,3498.300701,3485.449336,3486.712665,3490.001049,3417.286497
30-Oct,9741.470361,9757.598445,9745.292582,9736.239552,9723.103421,9748.216656,9730.856014,9729.462235,9749.575792,9789.402746,9740.720018,9709.188684,9861.706048,9720.388322,9794.978191,9741.333378,9707.868064,9786.205137,9782.546986,9701.622233,9701.412609,9711.265648,9755.857892,9788.291808,9864.089238,9797.361881,9756.247065,9765.762059,9707.639271,9766.571222,9716.907246,9723.700876,9765.271205,9730.092865,9764.862788,9787.279033,9715.248818,9764.140068,9794.113709,9749.166011,9756.318613,9726.676531,9774.009309,9747.079836,9761.622131,9751.25012,9756.294888,9711.485446,9734.943117,9754.457571,9712.761721,9788.525574,9792.252494,9771.738386,9741.065424,9709.196741,9796.125738,9795.435106,9740.07676,9725.702166,9763.91975,9733.196443,9777.226355,9764.152046,9796.408495,9699.981841,9702.656438,9788.800275,9788.399949,9705.082453,9794.868499,9790.425363,9722.071773,9764.301777,9793.548179,9772.579464,9767.730472,9723.504793,9700.415251,9702.684384,9704.238447,9711.077273,9703.248897,9797.118804,9738.565149,9836.186651,9725.860264,9795.014931,9761.757587,9703.845226,9726.17108,9717.978901,9798.396292,9757.556557,9726.889498,9775.194717,9753.58217,9713.207605,9791.629638,9702.522668
31-Oct,8615.232483,8613.118972,8620.876662,8618.537606,8589.837775,8661.36326,8613.229973,8605.371143,8617.83154,8601.97831,8585.411626,8670.035524,8611.863754,8585.950252,8661.690343,8650.879494,8656.621531,8650.477337,8682.495455,8671.162791,8607.501229,8624.732993,8648.24172,8638.568741,8673.766311,8658.084354,8618.339113,8677.337138,8622.822143,8655.023123,8593.78647,8612.815462,8637.330998,8635.346971,8649.414018,8626.777592,8721.927531,8632.014128,8659.808644,8601.572026,8621.401804,8625.993819,8638.319358,8684.280985,8663.705656,8663.213246,8722.322418,8586.801918,8610.993133,8644.044751,8665.289831,8676.928783,8619.773414,8751.002021,8652.423344,8625.73736,8694.570426,8618.217985,8635.638122,8667.481465,8654.686739,8643.256718,8649.707518,8664.344647,8643.110009,8640.810976,8605.880054,8683.711587,8653.105751,8642.757891,8601.008811,8656.041493,8666.421771,8683.662583,8644.749368,8595.864466,8607.245027,8644.621565,8676.991714,8649.789908,8740.24954,8592.385239,8674.21702,8592.639695,8674.79634,8701.67051,8598.523003,8702.255696,8616.946904,8632.51932,8671.357274,8646.279409,8595.321136,8641.225566,8667.753184,8647.51481,8597.497436,8653.514044,8617.590299,8612.975403
01-Nov,5420.58613,5431.469173,5458.057648,5370.751738,5378.994229,5441.084738,5398.050589,5417.945185,5432.031341,5445.503592,5398.012469,5457.092172,5435.409318,5367.514592,5366.069925,5395.291663,5387.235764,5483.506635,5384.522386,5404.406576,5396.387607,5428.043957,5408.521006,5365.276698,5375.120615,5454.287173,5457.245962,5451.747319,5407.936362,5460.76846,5529.944369,5433.927366,5391.19162,5446.07564,5420.635351,5454.53877,5376.965312,5379.125003,5459.795179,5415.769633,5440.552835,5414.885556,5405.590184,5413.465157,5432.897651,5459.129471,5376.499864,5408.186807,5452.477415,5409.826944,5372.671716,5445.625047,5446.74293,5413.77639,5411.007523,5427.651547,5382.709836,5364.997639,5408.52693,5372.175164,5446.086743,5376.573181,5456.222773,5386.683262,5414.733275,5441.800514,5414.766333,5374.560831,5386.66562,5391.718992,5372.690336,5431.77557,5402.055532,5406.096526,5403.118203,5406.596055,5411.26429,5422.243293,5391.102144,5408.712946,5438.170229,5379.694042,5387.842854,5683.398712,5391.459089,5439.012823,5385.923686,5370.894356,5394.485165,5520.166012,5541.467576,5459.242739,5402.327195,5414.506824,5455.764837,5433.759606,5454.18079,5368.267802,5433.649005,5381.766097
02-Nov,7532.99253,7548.755765,7567.292612,7553.355121,7560.160693,7519.421526,7574.569321,7605.887678,7540.593645,7548.698645,7532.026077,7526.504394,7549.722437,7574.722789,7538.913939,7576.994114,7566.504088,7521.550441,7576.696361,7564.662654,7509.911157,7530.14083,7682.865559,7582.891647,7547.307625,7553.944025,7596.236085,7535.294587,7517.134164,7606.969531,7508.991976,7599.832753,7578.71424,7561.06099,7561.955792,7567.184313,7602.112583,7508.68886,7889.707755,7822.109711,7543.079707,7589.841715,7581.06372,7521.754172,7513.869579,7521.185634,7514.001977,7584.457349,7571.124704,7542.803201,7566.216914,7576.333863,7592.962897,7532.692792,7565.770533,7598.037805,7544.162706,7518.723892,7542.573897,7513.502129,7602.933495,7523.567372,7583.479127,7529.643486,7537.107141,7570.305915,7544.400348,7553.325106,7525.67398,7525.137555,7523.24391,7587.54439,7849.201146,7526.558542,7582.439425,7562.150811,7602.017284,7555.674405,7672.858433,7561.293995,7576.195611,7592.580035,7509.046821,7579.954474,7608.458505,7535.782055,7567.57314,7591.680717,7572.44242,7522.407347,7537.242511,7594.906023,7539.997875,7508.850517,7564.047887,7631.049721,7537.388454,7551.783838,7536.151662,7529.964355
03-Nov,6300.812299,6175.267201,6202.68592,6187.703007,6205.025153,6207.118998,6192.769388,6157.79792,6220.682319,6212.000273,6226.775089,6217.555316,6153.218576,6201.079315,6176.926731,6234.670096,6150.600965,6185.876006,6215.324643,6186.626773,6195.902607,6224.421013,6222.993807,6165.233187,6210.479579,6171.60831,6182.362785,6168.970335,6175.917962,6209.966247,6164.653801,6286.545392,6238.639348,6178.347389,6190.619201,6208.240105,6225.016518,6214.136068,6183.411601,6311.53451,6218.271903,6209.635604,6215.438432,6213.921552,6166.176096,6189.241639,6163.079146,6172.646273,6170.543445,6235.583569,6211.128075,6204.434903,6228.559191,6181.076976,6216.388894,6511.316584,6181.31158,6194.779537,6182.878719,6226.758253,6187.192788,6220.089217,6227.65858,6316.91031,6175.747191,6304.422336,6204.156759,6216.593098,6157.593579,6204.237667,6150.524052,6227.728865,6186.697936,6165.860174,6220.274507,6207.542532,6200.700221,6160.197608,6218.604285,6158.499638,6172.959983,6190.818267,6190.511522,6314.703766,6148.406193,6166.892304,6238.655716,6183.332856,6189.56426,6217.221673,6157.239713,6277.026276,6199.963492,6195.292038,6219.398249,6212.427534,6170.058397,6198.621045,6171.481639,6235.191657
04-Nov,3880.702463,3884.904882,3899.598896,3912.980069,3843.537501,3908.690582,3917.529533,3872.281256,3836.527656,3823.519255,3878.134665,3853.67446,3896.442492,3999.495075,3915.131145,3834.169699,3863.716707,3842.748295,3903.325477,3888.019911,3833.268156,3834.422913,3877.894577,3874.142802,3852.917667,3916.395608,3905.622241,3861.034238,3839.305979,3841.691729,3861.487364,3914.258408,3901.225521,3832.058297,3876.295142,3902.645144,3883.913245,3823.971874,3910.42117,3829.718637,3894.44444,3921.673265,3846.561715,3902.63025,3882.304537,3826.880621,3863.469526,3916.439267,3854.904514,4006.743407,3831.298413,3849.043181,3859.276891,3838.966287,3872.50549,3851.251615,3908.95008,3948.702741,3848.077527,3921.084477,3832.964681,3825.088515,3922.751524,3847.180221,3909.306215,3905.611339,3849.813675,3851.259936,3912.193911,3886.798898,3825.500037,3902.461447,3907.019955,3853.783543,3910.424227,3850.854585,3826.046995,3884.212279,3840.300933,3827.751282,3875.401711,3867.783314,3853.644742,3899.440257,3892.169949,3891.838443,3889.034589,3886.143409,3823.030185,3893.837025,3873.626241,3899.097101,3842.42349,3905.400049,3880.53467,3892.041025,3864.122907,3872.582688,3911.880411,3974.700873
05-Nov,8587.07073,8680.133153,8613.347166,8599.396799,8678.108733,8615.049171,8663.775822,8682.058072,8642.915827,8667.752939,8679.734751,8621.288398,8625.753335,8587.840605,8589.916821,8591.42647,8589.393081,8654.128526,8657.039268,8588.189046,8677.455686,8656.394133,8675.888373,8672.33495,8646.158728,8606.52876,8588.619139,8663.616854,8634.295202,8673.266428,8647.257604,8654.472291,8684.591584,8605.837633,8610.701094,8632.30436,8637.734233,8724.613095,8697.087393,8610.701407,8678.370624,8651.648438,8609.843515,8590.563591,8680.469495,8714.259751,8649.354484,8662.91562,8613.886866,8708.53726,8632.911219,8679.521058,8657.12428,8681.479755,8633.968711,8603.548185,8626.332558,8604.149108,8596.017189,8595.72259,8659.646426,8641.125211,8654.807746,8629.349864,8643.910082,8640.721897,8661.942998,8611.509981,8682.090434,8616.261586,8679.687124,8619.11557,8630.707189,8651.729271,8602.834529,8606.027761,8640.560853,8610.616761,8619.683357,8665.424366,8677.635589,8628.478304,8647.967027,8637.875142,8641.412685,8610.203689,8633.185977,8587.370116,8631.330406,8633.556748,8679.546234,8729.629732,8677.250048,8624.506587,8673.220204,8587.920751,8628.289855,8608.696383,8590.374503,8627.709646
06-Nov,10615.08394,10541.47336,10582.07098,10543.70281,10624.42277,10539.70101,10614.58301,10583.06392,10625.22507,10623.79342,10627.31841,10542.79708,10541.38355,10547.60262,10605.67874,10560.53853,10530.92269,10552.07232,10566.63901,10597.90051,10581.09853,10563.79179,10591.35393,10615.16216,10539.12624,10606.92663,10536.29731,10601.82348,10552.30824,10580.7428,10586.93463,10555.15009,10652.72901,10563.47454,10562.63892,10616.01115,10619.78266,10576.96684,10557.00666,10619.18135,10603.17313,10544.91507,10576.88146,10559.17947,10680.64854,10575.70683,10592.75241,10550.83183,10613.51344,10591.33411,10531.81221,10582.31675,10551.10443,10572.61601,10563.6158,10606.18018,10555.51229,10552.62276,10551.97741,10609.808,10695.35776,10596.16009,10657.01943,10585.02089,10546.82962,10564.94995,10602.12847,10626.83398,10620.90271,10593.47502,10539.05279,10561.34042,10623.46316,10582.68323,10627.15508,10598.16303,10722.41023,10586.01768,10540.41205,10610.58806,10605.20736,10535.27874,10695.53861,10553.61687,10613.69703,10564.23288,10530.44004,10544.70752,10604.35901,10680.26853,10575.58776,10536.17055,10580.1342,10528.83117,10559.59004,10587.13562,10606.86762,10570.63777,10549.58322,10597.02545
07-Nov,1626.715131,1571.156493,1591.298503,1620.848058,1539.423756,1608.412526,1572.848883,1620.487582,1607.262225,1560.623731,1570.830269,1568.01163,1599.906695,1602.457623,1658.409342,1584.218123,1555.781424,1637.537779,1626.221979,1561.154265,1616.03151,1615.683277,1573.24892,1705.993269,1574.910146,1626.646778,1601.410168,1568.513252,1611.429001,1566.836656,1595.033647,1617.176693,1560.263406,1571.945098,1542.66456,1619.972711,1625.034157,1600.764326,1609.938754,1545.138764,1595.757114,1635.094045,1637.736016,1544.649923,1591.35408,1627.137345,1602.634106,1609.339231,1634.499507,1721.542503,1607.704971,1555.101644,1596.83293,1584.812879,1582.049459,1600.493448,1581.109401,1560.305743,1573.927438,1553.19047,1605.047723,1628.229567,1632.993213,1573.313964,1607.697588,1625.563938,1579.419505,1622.161379,1560.692687,1541.731867,1589.783658,1565.798234,1585.373234,1580.116938,1546.883953,1585.759086,1593.385486,1552.668736,1574.964555,1539.026698,1549.325267,1612.9424,1586.9825,1630.156387,1680.278475,1566.252101,1543.36127,1654.887832,1682.690489,1921.402666,1564.761882,1592.339016,1623.143459,1705.712577,1558.714722,1621.641927,1613.936387,1610.535281,1618.120746,1593.800599
08-Nov,8508.020851,8430.567746,8461.693301,8488.72566,8562.923499,8460.318826,8533.299675,8489.227494,8503.376274,8449.59762,8457.786751,8497.207564,8557.170794,8482.622877,8463.699847,8486.153065,8549.881539,8500.075462,8445.043013,8409.974042,8449.228379,8490.044612,8451.565975,8468.96014,8424.91229,8460.133285,8444.689052,8486.20488,8561.112239,8500.719164,8488.763411,8441.583559,8412.667874,8424.217985,8499.56037,8466.426013,8430.97606,8480.737571,8455.977411,8457.318813,8483.024288,8499.98177,8491.136182,8491.761243,8486.840814,8441.671719,8478.024058,8433.244234,8464.250589,8419.227233,8420.520648,8428.342493,8576.800415,8463.891992,8473.046941,8423.581361,8416.342409,8486.184429,8451.412346,8455.260504,8482.796278,8467.932716,8562.446503,8421.003295,8492.919841,8409.94661,8470.235885,8473.80955,8474.964615,8445.851299,8411.175569,8488.201677,8502.04348,8435.539763,8503.076501,8506.567721,8449.852343,8409.943886,8447.550717,8494.622585,8464.621404,8467.272768,8420.57565,8446.540443,8451.946215,8478.471434,8441.150333,8477.079597,8569.51002,8556.226768,8445.497955,8508.315152,8600.099166,8480.867773,8451.858629,8416.431599,8466.052561,8442.622623,8478.407339,8473.301422
09-Nov,5182.100555,5112.328503,5278.894878,5126.674952,5115.08376,5182.863095,5152.481966,5108.527639,5136.67424,5125.486092,5149.648609,5197.000676,5130.547981,5162.976409,5142.454064,5142.279649,5166.954764,5125.733318,5185.228087,5114.583228,5108.171664,5140.122428,5189.22858,5129.177981,5179.847605,5161.79704,5133.970307,5191.282937,5179.458423,5186.093007,5193.791494,5168.459013,5120.343596,5179.571794,5120.401391,5114.445637,5201.105241,5138.7878,5187.48283,5172.863449,5156.571082,5118.333999,5190.700198,5111.603915,5125.412789,5123.247395,5177.542169,5150.328362,5176.032308,5116.58511,5155.271054,5120.580689,5163.856096,5130.632132,5104.432496,5145.602102,5200.670279,5149.273437,5109.186361,5146.594493,5110.132908,5172.738626,5178.120476,5144.491404,5190.829394,5120.077297,5132.381044,5111.13099,5115.056189,5125.008962,5197.768591,5189.385093,5177.127002,5171.098175,5140.466712,5136.615071,5126.4359,5149.008899,5162.351791,5171.308383,5144.559364,5176.06766,5141.986441,5174.141646,5173.078214,5163.861955,5129.916665,5171.880703,5147.426715,5152.07035,5128.402831,5112.222475,5189.978725,5152.09754,5142.729309,5140.261753,5119.35149,5146.96875,5120.472318,5183.522863
10-Nov,5103.112729,5051.422551,5092.465884,5055.677546,5101.833542,5077.147746,5149.729584,5009.666126,5046.218784,5062.941577,5062.544491,5016.803175,5035.024437,5085.359182,5082.658984,5069.145267,5030.105922,5081.899044,5063.668127,5080.305984,5024.132063,5041.082241,5064.747131,5022.483552,5035.259282,5045.034712,5007.709579,5077.307396,5068.118664,5012.180083,5013.418601,5052.032118,5081.730883,5102.576561,5097.575667,5021.817748,5056.549385,5090.984179,5020.438401,5090.167664,5146.612712,5084.89052,5031.371502,5082.005251,5025.060131,5103.145483,5096.921001,5070.526325,5061.318745,5103.343286,5038.597194,5093.658389,5030.848126,5046.737956,5081.488511,5059.038851,5059.74184,5027.302905,5092.412117,5092.854054,5032.899698,5027.564315,5010.747657,5010.471568,5181.392545,5086.178804,5100.375385,5029.281037,5018.650938,5028.412215,5073.296021,5141.736551,5048.676097,5033.598666,5052.279621,5166.819781,5017.584065,5005.146085,5061.088405,5012.468859,5024.297343,5098.095249,5070.756964,5041.562726,5080.072412,5089.650369,5139.842311,5012.717137,5049.396423,5040.05428,5040.783149,5157.763881,5031.300506,5102.051677,5035.055737,5053.220809,5048.636717,5035.092463,5027.84602,5079.766398
